topic,paper_ID,sentence_ID,sentence,words,BIO,POS,length
question-answering,9,109,Hidden layers in the feed forward neural networks use rectified linear units .,"['Hidden', 'layers', 'in', 'the', 'feed', 'forward', 'neural', 'networks', 'use', 'rectified', 'linear', 'units', '.']","['B-p', 'I-p', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'O']","['NNP', 'NNS', 'IN', 'DT', 'NN', 'RB', 'JJ', 'NNS', 'VBP', 'JJ', 'JJ', 'NNS', '.']",13
question-answering,9,111,"To choose the final model configuration , we ran grid searches over : the dimensionality of the LSTM hidden states ; the width and depth of the feed forward neural networks ; dropout for the LSTMs ; the number of stacked LSTM layers ; and the decay multiplier [ 0.9 , 0.95 , 1.0 ] with which we multiply the learning rate every 10 k steps .","['To', 'choose', 'the', 'final', 'model', 'configuration', ',', 'we', 'ran', 'grid', 'searches', 'over', ':', 'the', 'dimensionality', 'of', 'the', 'LSTM', 'hidden', 'states', ';', 'the', 'width', 'and', 'depth', 'of', 'the', 'feed', 'forward', 'neural', 'networks', ';', 'dropout', 'for', 'the', 'LSTMs', ';', 'the', 'number', 'of', 'stacked', 'LSTM', 'layers', ';', 'and', 'the', 'decay', 'multiplier', '[', '0.9', ',', '0.95', ',', '1.0', ']', 'with', 'which', 'we', 'multiply', 'the', 'learning', 'rate', 'every', '10', 'k', 'steps', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'O', 'O', 'O', 'B-p', 'O', 'O', 'B-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'I-p', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'B-p', 'O', 'O', 'B-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'O']","['TO', 'VB', 'DT', 'JJ', 'NN', 'NN', ',', 'PRP', 'VBD', 'JJ', 'NNS', 'IN', ':', 'DT', 'NN', 'IN', 'DT', 'NNP', 'JJ', 'NNS', ':', 'DT', 'NN', 'CC', 'NN', 'IN', 'DT', 'NN', 'RB', 'JJ', 'NNS', ':', 'NN', 'IN', 'DT', 'NNP', ':', 'DT', 'NN', 'IN', 'JJ', 'NNP', 'NNS', ':', 'CC', 'DT', 'NN', 'NN', 'VBZ', 'CD', ',', 'CD', ',', 'CD', 'NN', 'IN', 'WDT', 'PRP', 'VBP', 'DT', 'NN', 'NN', 'DT', 'CD', 'NN', 'NNS', '.']",67
question-answering,9,112,The best model uses 50d LSTM states ; two - layer BiLSTMs for the span encoder and the passage - independent question representation ; dropout of 0.1 throughout ; and a learning rate decay of 5 % every 10 k steps .,"['The', 'best', 'model', 'uses', '50d', 'LSTM', 'states', ';', 'two', '-', 'layer', 'BiLSTMs', 'for', 'the', 'span', 'encoder', 'and', 'the', 'passage', '-', 'independent', 'question', 'representation', ';', 'dropout', 'of', '0.1', 'throughout', ';', 'and', 'a', 'learning', 'rate', 'decay', 'of', '5', '%', 'every', '10', 'k', 'steps', '.']","['O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'B-p', 'B-p', 'B-n', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'O']","['DT', 'JJS', 'NN', 'VBZ', 'CD', 'NNP', 'NNS', ':', 'CD', ':', 'NN', 'NNP', 'IN', 'DT', 'NN', 'NN', 'CC', 'DT', 'NN', ':', 'JJ', 'NN', 'NN', ':', 'NN', 'IN', 'CD', 'IN', ':', 'CC', 'DT', 'JJ', 'NN', 'NN', 'IN', 'CD', 'NN', 'DT', 'CD', 'NN', 'NNS', '.']",42
question-answering,9,113,All models are implemented using TensorFlow 3 and trained on the SQUAD training set using the ADAM optimizer with a mini-batch size of 4 and trained using 10 asynchronous training threads on a single machine .,"['All', 'models', 'are', 'implemented', 'using', 'TensorFlow', '3', 'and', 'trained', 'on', 'the', 'SQUAD', 'training', 'set', 'using', 'the', 'ADAM', 'optimizer', 'with', 'a', 'mini-batch', 'size', 'of', '4', 'and', 'trained', 'using', '10', 'asynchronous', 'training', 'threads', 'on', 'a', 'single', 'machine', '.']","['O', 'O', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O']","['DT', 'NNS', 'VBP', 'VBN', 'VBG', 'NNP', 'CD', 'CC', 'VBD', 'IN', 'DT', 'NNP', 'NN', 'NN', 'VBG', 'DT', 'NNP', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'CD', 'CC', 'VBD', 'VBG', 'CD', 'JJ', 'VBG', 'NNS', 'IN', 'DT', 'JJ', 'NN', '.']",36
question-answering,9,121,"Despite not having access to any external representation of linguistic structure , RASOR achieves an error reduction of more than 50 % over this baseline , both in terms of exact match and F1 , relative to the human performance upper bound .","['Despite', 'not', 'having', 'access', 'to', 'any', 'external', 'representation', 'of', 'linguistic', 'structure', ',', 'RASOR', 'achieves', 'an', 'error', 'reduction', 'of', 'more', 'than', '50', '%', 'over', 'this', 'baseline', ',', 'both', 'in', 'terms', 'of', 'exact', 'match', 'and', 'F1', ',', 'relative', 'to', 'the', 'human', 'performance', 'upper', 'bound', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'I-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['IN', 'RB', 'VBG', 'NN', 'TO', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'NN', ',', 'NNP', 'VBZ', 'DT', 'NN', 'NN', 'IN', 'JJR', 'IN', 'CD', 'NN', 'IN', 'DT', 'NN', ',', 'DT', 'IN', 'NNS', 'IN', 'JJ', 'NN', 'CC', 'NNP', ',', 'JJ', 'TO', 'DT', 'JJ', 'NN', 'JJ', 'NN', '.']",43
question-answering,9,125,"In contrast , RASOR can efficiently and explicitly model the quadratic number of possible answers , which leads to a 14 % error reduction over the best performing Match - LSTM model .","['In', 'contrast', ',', 'RASOR', 'can', 'efficiently', 'and', 'explicitly', 'model', 'the', 'quadratic', 'number', 'of', 'possible', 'answers', ',', 'which', 'leads', 'to', 'a', '14', '%', 'error', 'reduction', 'over', 'the', 'best', 'performing', 'Match', '-', 'LSTM', 'model', '.']","['O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['IN', 'NN', ',', 'NNP', 'MD', 'RB', 'CC', 'RB', 'VB', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'NNS', ',', 'WDT', 'VBZ', 'TO', 'DT', 'CD', 'NN', 'NN', 'NN', 'IN', 'DT', 'JJS', 'NN', 'NNP', ':', 'NNP', 'NN', '.']",33
question-answering,9,131,"The passage - aligned question representation is crucial , since lexically similar regions of the passage provide strong signal for relevant answer spans .","['The', 'passage', '-', 'aligned', 'question', 'representation', 'is', 'crucial', ',', 'since', 'lexically', 'similar', 'regions', 'of', 'the', 'passage', 'provide', 'strong', 'signal', 'for', 'relevant', 'answer', 'spans', '.']","['O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['DT', 'NN', ':', 'VBN', 'NN', 'NN', 'VBZ', 'JJ', ',', 'IN', 'RB', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'VBP', 'JJ', 'NN', 'IN', 'JJ', 'NN', 'NNS', '.']",24
question-answering,9,157,"First , we observe general improvements when using labels that closely align with the task .","['First', ',', 'we', 'observe', 'general', 'improvements', 'when', 'using', 'labels', 'that', 'closely', 'align', 'with', 'the', 'task', '.']","['O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['RB', ',', 'PRP', 'VBP', 'JJ', 'NNS', 'WRB', 'VBG', 'NNS', 'WDT', 'RB', 'VBZ', 'IN', 'DT', 'NN', '.']",16
question-answering,9,162,"Second , we observe the importance of allowing interactions between the endpoints using the spanlevel FFNN .","['Second', ',', 'we', 'observe', 'the', 'importance', 'of', 'allowing', 'interactions', 'between', 'the', 'endpoints', 'using', 'the', 'spanlevel', 'FFNN', '.']","['O', 'O', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O']","['JJ', ',', 'PRP', 'VBP', 'DT', 'NN', 'IN', 'VBG', 'NNS', 'IN', 'DT', 'NNS', 'VBG', 'DT', 'NN', 'NNP', '.']",17
question-answering,9,163,"RASOR outperforms the endpoint prediction model by 1.1 in exact match , The interaction between endpoints enables RASOR to enforce consistency across its two substructures .","['RASOR', 'outperforms', 'the', 'endpoint', 'prediction', 'model', 'by', '1.1', 'in', 'exact', 'match', ',', 'The', 'interaction', 'between', 'endpoints', 'enables', 'RASOR', 'to', 'enforce', 'consistency', 'across', 'its', 'two', 'substructures', '.']","['B-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NN', 'VBZ', 'DT', 'NN', 'NN', 'NN', 'IN', 'CD', 'IN', 'JJ', 'NN', ',', 'DT', 'NN', 'IN', 'NNS', 'NNS', 'NNP', 'TO', 'VB', 'NN', 'IN', 'PRP$', 'CD', 'NNS', '.']",26
question-answering,1,2,Convolutional Neural Network Architectures for Matching Natural Language Sentences,"['Convolutional', 'Neural', 'Network', 'Architectures', 'for', 'Matching', 'Natural', 'Language', 'Sentences']","['O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n']","['NNP', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'NNS']",9
question-answering,1,4,"Semantic matching is of central importance to many natural language tasks [ 2,28 ] .","['Semantic', 'matching', 'is', 'of', 'central', 'importance', 'to', 'many', 'natural', 'language', 'tasks', '[', '2,28', ']', '.']","['B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['JJ', 'NN', 'VBZ', 'IN', 'JJ', 'NN', 'TO', 'JJ', 'JJ', 'NN', 'NNS', 'VBP', 'CD', 'NN', '.']",15
question-answering,1,11,Matching two potentially heterogenous language objects is central to many natural language applications .,"['Matching', 'two', 'potentially', 'heterogenous', 'language', 'objects', 'is', 'central', 'to', 'many', 'natural', 'language', 'applications', '.']","['B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VBG', 'CD', 'RB', 'JJ', 'NN', 'NNS', 'VBZ', 'JJ', 'TO', 'JJ', 'JJ', 'NN', 'NNS', '.']",14
question-answering,1,15,A successful sentence - matching algorithm therefore needs to capture not only the internal structures of sentences but also the rich patterns in their interactions .,"['A', 'successful', 'sentence', '-', 'matching', 'algorithm', 'therefore', 'needs', 'to', 'capture', 'not', 'only', 'the', 'internal', 'structures', 'of', 'sentences', 'but', 'also', 'the', 'rich', 'patterns', 'in', 'their', 'interactions', '.']","['O', 'O', 'B-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['DT', 'JJ', 'NN', ':', 'NN', 'NN', 'RB', 'VBZ', 'TO', 'VB', 'RB', 'RB', 'DT', 'JJ', 'NNS', 'IN', 'NNS', 'CC', 'RB', 'DT', 'JJ', 'NNS', 'IN', 'PRP$', 'NNS', '.']",26
question-answering,1,16,"Towards this end , we propose deep neural network models , which adapt the convolutional strategy ( proven successful on image and speech ) to natural language .","['Towards', 'this', 'end', ',', 'we', 'propose', 'deep', 'neural', 'network', 'models', ',', 'which', 'adapt', 'the', 'convolutional', 'strategy', '(', 'proven', 'successful', 'on', 'image', 'and', 'speech', ')', 'to', 'natural', 'language', '.']","['O', 'O', 'O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'O']","['NNS', 'DT', 'NN', ',', 'PRP', 'VBP', 'JJ', 'JJ', 'NN', 'NNS', ',', 'WDT', 'VBP', 'DT', 'JJ', 'NN', '(', 'RB', 'JJ', 'IN', 'NN', 'CC', 'NN', ')', 'TO', 'JJ', 'NN', '.']",28
question-answering,1,17,"To further explore the relation between representing sentences and matching them , we devise a novel model that can naturally host both the hierarchical composition for sentences and the simple - to - comprehensive fusion of matching patterns with the same convolutional architecture .","['To', 'further', 'explore', 'the', 'relation', 'between', 'representing', 'sentences', 'and', 'matching', 'them', ',', 'we', 'devise', 'a', 'novel', 'model', 'that', 'can', 'naturally', 'host', 'both', 'the', 'hierarchical', 'composition', 'for', 'sentences', 'and', 'the', 'simple', '-', 'to', '-', 'comprehensive', 'fusion', 'of', 'matching', 'patterns', 'with', 'the', 'same', 'convolutional', 'architecture', '.']","['B-p', 'I-p', 'I-p', 'O', 'B-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'O', 'B-p', 'I-p', 'I-p', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'O']","['TO', 'RBR', 'VB', 'DT', 'NN', 'IN', 'VBG', 'NNS', 'CC', 'VBG', 'PRP', ',', 'PRP', 'VBP', 'DT', 'JJ', 'NN', 'WDT', 'MD', 'RB', 'VB', 'DT', 'DT', 'JJ', 'NN', 'IN', 'NNS', 'CC', 'DT', 'JJ', ':', 'TO', ':', 'JJ', 'NN', 'IN', 'VBG', 'NNS', 'IN', 'DT', 'JJ', 'JJ', 'NN', '.']",44
question-answering,1,127,"In other words , We use stochastic gradient descent for the optimization of models .","['In', 'other', 'words', ',', 'We', 'use', 'stochastic', 'gradient', 'descent', 'for', 'the', 'optimization', 'of', 'models', '.']","['O', 'O', 'O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'O']","['IN', 'JJ', 'NNS', ',', 'PRP', 'VBP', 'JJ', 'NN', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNS', '.']",15
question-answering,1,128,All the proposed models perform better with mini-batch ( 100 ? 200 in sizes ) which can be easily parallelized on single machine with multi-cores .,"['All', 'the', 'proposed', 'models', 'perform', 'better', 'with', 'mini-batch', '(', '100', '?', '200', 'in', 'sizes', ')', 'which', 'can', 'be', 'easily', 'parallelized', 'on', 'single', 'machine', 'with', 'multi-cores', '.']","['O', 'O', 'O', 'O', 'B-p', 'I-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'B-p', 'I-p', 'O', 'B-n', 'B-p', 'B-n', 'I-n', 'B-p', 'B-n', 'O']","['PDT', 'DT', 'VBN', 'NNS', 'VB', 'JJR', 'IN', 'NN', '(', 'CD', '.', 'CD', 'IN', 'NNS', ')', 'WDT', 'MD', 'VB', 'RB', 'VBN', 'IN', 'JJ', 'NN', 'IN', 'NNS', '.']",26
question-answering,1,129,"For regularization , we find that for both architectures , early stopping is enough for models with medium size and large training sets ( with over 500K instances ) .","['For', 'regularization', ',', 'we', 'find', 'that', 'for', 'both', 'architectures', ',', 'early', 'stopping', 'is', 'enough', 'for', 'models', 'with', 'medium', 'size', 'and', 'large', 'training', 'sets', '(', 'with', 'over', '500K', 'instances', ')', '.']","['B-p', 'I-p', 'O', 'O', 'O', 'O', 'B-p', 'O', 'O', 'O', 'B-n', 'I-n', 'O', 'O', 'O', 'B-n', 'B-p', 'B-n', 'I-n', 'O', 'B-n', 'I-n', 'I-n', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'O', 'O']","['IN', 'NN', ',', 'PRP', 'VBP', 'IN', 'IN', 'DT', 'NNS', ',', 'JJ', 'NN', 'VBZ', 'JJ', 'IN', 'NNS', 'IN', 'NN', 'NN', 'CC', 'JJ', 'VBG', 'NNS', '(', 'IN', 'IN', 'CD', 'NNS', ')', '.']",30
question-answering,1,131,"We use 50 - dimensional word embedding trained with the Word2 Vec : the embedding for English words ( Section 5.2 & 5.4 ) is learnt on Wikipedia ( ?1B words ) , while that for Chinese words ( Section 5.3 ) is learnt on Weibo data (? 300 M words ) .","['We', 'use', '50', '-', 'dimensional', 'word', 'embedding', 'trained', 'with', 'the', 'Word2', 'Vec', ':', 'the', 'embedding', 'for', 'English', 'words', '(', 'Section', '5.2', '&', '5.4', ')', 'is', 'learnt', 'on', 'Wikipedia', '(', '?1B', 'words', ')', ',', 'while', 'that', 'for', 'Chinese', 'words', '(', 'Section', '5.3', ')', 'is', 'learnt', 'on', 'Weibo', 'data', '(?', '300', 'M', 'words', ')', '.']","['O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['PRP', 'VBP', 'CD', ':', 'JJ', 'NN', 'VBG', 'VBN', 'IN', 'DT', 'NNP', 'NNP', ':', 'DT', 'VBG', 'IN', 'NNP', 'NNS', '(', 'NNP', 'CD', 'CC', 'CD', ')', 'VBZ', 'VBN', 'IN', 'NNP', '(', 'NNP', 'NNS', ')', ',', 'IN', 'DT', 'IN', 'JJ', 'NNS', '(', 'NNP', 'CD', ')', 'VBZ', 'VBN', 'IN', 'NNP', 'NNS', 'VBD', 'CD', 'NNP', 'NNS', ')', '.']",53
question-answering,1,134,"We use 3 - word window throughout all experiments 2 , but test various numbers of feature maps ( typically from 200 to 500 ) , for optimal performance .","['We', 'use', '3', '-', 'word', 'window', 'throughout', 'all', 'experiments', '2', ',', 'but', 'test', 'various', 'numbers', 'of', 'feature', 'maps', '(', 'typically', 'from', '200', 'to', '500', ')', ',', 'for', 'optimal', 'performance', '.']","['O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'B-n', 'I-n', 'O']","['PRP', 'VBP', 'CD', ':', 'NN', 'NN', 'IN', 'DT', 'NNS', 'CD', ',', 'CC', 'RB', 'JJ', 'NNS', 'IN', 'NN', 'NNS', '(', 'RB', 'IN', 'CD', 'TO', 'CD', ')', ',', 'IN', 'JJ', 'NN', '.']",30
question-answering,1,136,"We use ReLu as the activation function for all of models ( convolution and MLP ) , which yields comparable or better results to sigmoid - like functions , but converges faster .","['We', 'use', 'ReLu', 'as', 'the', 'activation', 'function', 'for', 'all', 'of', 'models', '(', 'convolution', 'and', 'MLP', ')', ',', 'which', 'yields', 'comparable', 'or', 'better', 'results', 'to', 'sigmoid', '-', 'like', 'functions', ',', 'but', 'converges', 'faster', '.']","['O', 'O', 'B-n', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'B-n', 'O']","['PRP', 'VBP', 'JJ', 'IN', 'DT', 'NN', 'NN', 'IN', 'DT', 'IN', 'NNS', '(', 'NN', 'CC', 'NNP', ')', ',', 'WDT', 'VBZ', 'JJ', 'CC', 'JJR', 'NNS', 'TO', 'VB', ':', 'IN', 'NNS', ',', 'CC', 'NNS', 'RBR', '.']",33
question-answering,1,142,WORDEMBED : We first represent each short - text as the sum of the embedding of the words it contains .,"['WORDEMBED', ':', 'We', 'first', 'represent', 'each', 'short', '-', 'text', 'as', 'the', 'sum', 'of', 'the', 'embedding', 'of', 'the', 'words', 'it', 'contains', '.']","['B-n', 'O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['NNS', ':', 'PRP', 'RB', 'VBP', 'DT', 'JJ', ':', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNS', 'PRP', 'VBZ', '.']",21
question-answering,1,143,"The matching score of two short - texts are calculated with an MLP with the embedding of the two documents as input ; DEEPMATCH : We take the matching model in and train it on our datasets with 3 hidden layers and 1,000 hidden nodes in the first hidden layer ; URAE+ MLP :","['The', 'matching', 'score', 'of', 'two', 'short', '-', 'texts', 'are', 'calculated', 'with', 'an', 'MLP', 'with', 'the', 'embedding', 'of', 'the', 'two', 'documents', 'as', 'input', ';', 'DEEPMATCH', ':', 'We', 'take', 'the', 'matching', 'model', 'in', 'and', 'train', 'it', 'on', 'our', 'datasets', 'with', '3', 'hidden', 'layers', 'and', '1,000', 'hidden', 'nodes', 'in', 'the', 'first', 'hidden', 'layer', ';', 'URAE+', 'MLP', ':']","['O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'B-p', 'B-p', 'O', 'B-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'B-n', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'I-p', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'B-n', 'I-n', 'O']","['DT', 'VBG', 'NN', 'IN', 'CD', 'JJ', ':', 'NN', 'VBP', 'VBN', 'IN', 'DT', 'NNP', 'IN', 'DT', 'NN', 'IN', 'DT', 'CD', 'NNS', 'IN', 'NN', ':', 'NNP', ':', 'PRP', 'VBP', 'DT', 'VBG', 'NN', 'IN', 'CC', 'VB', 'PRP', 'IN', 'PRP$', 'NNS', 'IN', 'CD', 'JJ', 'NNS', 'CC', 'CD', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'JJ', 'NN', ':', 'NNP', 'NNP', ':']",54
question-answering,1,144,"We use the Unfolding Recursive Autoencoder to get a 100 dimensional vector representation of each sentence , and put an MLP on the top as in WORDEMBED ; SENNA + MLP / SIM :","['We', 'use', 'the', 'Unfolding', 'Recursive', 'Autoencoder', 'to', 'get', 'a', '100', 'dimensional', 'vector', 'representation', 'of', 'each', 'sentence', ',', 'and', 'put', 'an', 'MLP', 'on', 'the', 'top', 'as', 'in', 'WORDEMBED', ';', 'SENNA', '+', 'MLP', '/', 'SIM', ':']","['O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'O', 'O', 'B-p', 'B-n', 'I-n', 'B-p', 'I-p', 'I-p', 'I-p', 'I-p', 'B-n', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['PRP', 'VBP', 'DT', 'NNP', 'NNP', 'NNP', 'TO', 'VB', 'DT', 'CD', 'JJ', 'NN', 'NN', 'IN', 'DT', 'NN', ',', 'CC', 'VBD', 'DT', 'NNP', 'IN', 'DT', 'JJ', 'IN', 'IN', 'NNP', ':', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', ':']",34
question-answering,1,145,We use the SENNA - type sentence model for sentence representation ;,"['We', 'use', 'the', 'SENNA', '-', 'type', 'sentence', 'model', 'for', 'sentence', 'representation', ';']","['O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'O']","['PRP', 'VBP', 'DT', 'NNP', ':', 'NN', 'NN', 'NN', 'IN', 'NN', 'NN', ':']",12
question-answering,1,146,"SENMLP : We take the whole sentence as input ( with word embedding aligned sequentially ) , and use an MLP to obtain the score of coherence .","['SENMLP', ':', 'We', 'take', 'the', 'whole', 'sentence', 'as', 'input', '(', 'with', 'word', 'embedding', 'aligned', 'sequentially', ')', ',', 'and', 'use', 'an', 'MLP', 'to', 'obtain', 'the', 'score', 'of', 'coherence', '.']","['B-n', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'B-p', 'O', 'B-n', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'O']","['NN', ':', 'PRP', 'VBP', 'DT', 'JJ', 'NN', 'IN', 'NN', '(', 'IN', 'NN', 'VBG', 'VBN', 'RB', ')', ',', 'CC', 'VB', 'DT', 'NNP', 'TO', 'VB', 'DT', 'NN', 'IN', 'NN', '.']",28
question-answering,1,173,ARC - II outperforms others significantly when the training instances are relatively abundant ( as in Experiment I & II ) .,"['ARC', '-', 'II', 'outperforms', 'others', 'significantly', 'when', 'the', 'training', 'instances', 'are', 'relatively', 'abundant', '(', 'as', 'in', 'Experiment', 'I', '&', 'II', ')', '.']","['B-n', 'I-n', 'I-n', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NNP', ':', 'NN', 'VBZ', 'NNS', 'RB', 'WRB', 'DT', 'NN', 'NNS', 'VBP', 'RB', 'JJ', '(', 'IN', 'IN', 'NNP', 'PRP', 'CC', 'NNP', ')', '.']",22
